Time resolution is 1 ps
 Block Memory Generator module loading initial data...
 Block Memory Generator data initialization complete.
Block Memory Generator module fft_minimal_tb.dut.tw_rom.inst.\native_mem_module.blk_mem_gen_v8_4_5_inst  is using a behavioral model for simulation which will not precisely model memory collision behavior.

=================================================
TEST: DC Signal (Input 0.5)
=================================================

=== ALL FFT OUTPUT BINS ===
Bin | Mag(Approx) | Mag(Exact) | Error% | Real     | Imag     | Hex(Re)  | Hex(Im)
177 |         134 |     127.82 |   4.84 |       31 |      124 | 001f | 007c          
178 |         134 |     126.53 |   5.90 |       43 |      119 | 002b | 0077          
179 |           0 |       0.00 |   0.00 |        0 |        0 | 0000 | 0000          
180 |         134 |     126.53 |   5.90 |       37 |      121 | 0025 | 0079          
181 |         132 |     127.28 |   3.71 |       18 |      126 | 0012 | 007e          
182 |         133 |     126.85 |   4.85 |       31 |      123 | 001f | 007b          
183 |           0 |       0.00 |   0.00 |        0 |        0 | 0000 | 0000          
184 |         133 |     126.30 |   5.30 |       24 |      124 | 0018 | 007c          
185 |         129 |     128.14 |   0.67 |        6 |      128 | 0006 | 0080          
186 |         131 |     126.44 |   3.61 |       19 |      125 | 0013 | 007d          
187 |           1 |       1.00 |   0.00 |       -1 |        0 | ffff | 0000          
188 |         130 |     126.57 |   2.71 |       12 |      126 | 000c | 007e          
189 |         129 |     128.14 |   0.67 |       -6 |      128 | fffa | 0080          
190 |         127 |     126.14 |   0.68 |        6 |      126 | 0006 | 007e          
191 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
192 |         127 |     127.00 |   0.00 |        0 |      127 | 0000 | 007f          
193 |         132 |     127.42 |   3.59 |      -19 |      126 | ffed | 007e          
194 |         127 |     126.19 |   0.64 |       -7 |      126 | fff9 | 007e          
195 |           0 |       0.00 |   0.00 |        0 |        0 | 0000 | 0000          
196 |         130 |     126.67 |   2.63 |      -13 |      126 | fff3 | 007e          
197 |         133 |     126.85 |   4.85 |      -31 |      123 | ffe1 | 007b          
198 |         131 |     126.44 |   3.61 |      -19 |      125 | ffed | 007d          
199 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
200 |         133 |     126.50 |   5.14 |      -25 |      124 | ffe7 | 007c          
201 |         135 |     127.47 |   5.91 |      -43 |      120 | ffd5 | 0078          
202 |         133 |     126.85 |   4.85 |      -31 |      123 | ffe1 | 007b          
203 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
204 |         134 |     126.53 |   5.90 |      -37 |      121 | ffdb | 0079          
205 |         134 |     127.48 |   5.12 |      -55 |      115 | ffc9 | 0073          
206 |         134 |     126.53 |   5.90 |      -43 |      119 | ffd5 | 0077          
207 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
208 |         135 |     126.85 |   6.43 |      -49 |      117 | ffcf | 0075          
209 |         133 |     127.42 |   4.38 |      -66 |      109 | ffbe | 006d          
210 |         133 |     126.14 |   5.44 |      -54 |      114 | ffca | 0072          
211 |           0 |       0.00 |   0.00 |        0 |        0 | 0000 | 0000          
212 |         133 |     126.18 |   5.41 |      -60 |      111 | ffc4 | 006f          
213 |         129 |     127.00 |   1.57 |      -77 |      101 | ffb3 | 0065          
214 |         132 |     126.57 |   4.29 |      -66 |      108 | ffbe | 006c          
215 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
216 |         130 |     126.75 |   2.56 |      -71 |      105 | ffb9 | 0069          
217 |         125 |     127.40 |   1.89 |      -86 |       94 | ffaa | 005e          
218 |         129 |     127.00 |   1.57 |      -77 |      101 | ffb3 | 0065          
219 |           1 |       1.41 |  29.29 |       -1 |       -1 | ffff | ffff          
220 |         128 |     127.14 |   0.68 |      -81 |       98 | ffaf | 0062          
221 |         126 |     127.48 |   1.16 |      -95 |       85 | ffa1 | 0055          
222 |         125 |     127.40 |   1.89 |      -86 |       94 | ffaa | 005e          
223 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
224 |         123 |     127.28 |   3.36 |      -90 |       90 | ffa6 | 005a          
225 |         131 |     128.00 |   2.34 |     -103 |       76 | ff99 | 004c          
226 |         125 |     126.73 |   1.37 |      -94 |       85 | ffa2 | 0055          
227 |           0 |       0.00 |   0.00 |        0 |        0 | 0000 | 0000          
228 |         129 |     127.28 |   1.35 |      -99 |       80 | ff9d | 0050          
229 |         134 |     127.77 |   4.88 |     -110 |       65 | ff92 | 0041          
230 |         129 |     126.61 |   1.89 |     -102 |       75 | ff9a | 004b          
231 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
232 |         131 |     127.03 |   3.13 |     -106 |       70 | ff96 | 0046          
233 |         135 |     127.95 |   5.51 |     -116 |       54 | ff8c | 0036          
234 |         133 |     126.40 |   5.22 |     -109 |       64 | ff93 | 0040          
235 |           1 |       1.41 |  29.29 |       -1 |       -1 | ffff | ffff          
236 |         134 |     127.48 |   5.12 |     -113 |       59 | ff8f | 003b          
237 |         136 |     128.08 |   6.18 |     -121 |       42 | ff87 | 002a          
238 |         134 |     126.63 |   5.82 |     -115 |       53 | ff8d | 0035          
239 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
240 |         136 |     127.39 |   6.76 |     -118 |       48 | ff8a | 0030          
241 |         134 |     127.82 |   4.84 |     -124 |       31 | ff84 | 001f          
242 |         136 |     128.08 |   6.18 |     -121 |       42 | ff87 | 002a          
243 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
244 |         135 |     127.20 |   6.13 |     -122 |       36 | ff86 | 0024          
245 |         133 |     128.27 |   3.69 |     -127 |       18 | ff81 | 0012          
246 |         134 |     127.58 |   5.03 |     -124 |       30 | ff84 | 001e          
247 |           1 |       1.00 |   0.00 |        0 |       -1 | 0000 | ffff          
248 |         134 |     127.28 |   5.28 |     -125 |       24 | ff83 | 0018          
249 |         130 |     129.10 |   0.70 |     -129 |        5 | ff7f | 0005          
250 |         132 |     127.14 |   3.82 |     -126 |       17 | ff82 | 0011          
251 |        8191 |    8191.00 |   0.00 |     8191 |       -1 | 1fff | ffff  <-- PEAK
252 |         131 |     128.47 |   1.97 |     -128 |       11 | ff80 | 000b          
253 |         132 |     129.25 |   2.13 |     -129 |       -8 | ff7f | fff8          
254 |         129 |     128.10 |   0.70 |     -128 |        5 | ff80 | 0005          
255 |       16260 |   16260.00 |   0.00 |    16260 |        0 | 3f84 | 0000  <-- PEAK

=== SUMMARY ===
Peak Bin:         255
Peak Magnitude (Approx):       16260
Peak Magnitude (Exact): 16260.00
Average Approximation Error: 4.08%

=================================================
COMPACT VIEW - ALL TESTS
=================================================

=================================================
TEST: DC Signal (Input 0.5)
=================================================

=== FFT MAGNITUDE SPECTRUM (16 bins per row) ===

Bin   0- 15: 16128     0   258     0   262     0   265     0   268     0   269     0   271     0   272     0 
Bin  16- 31:   271     0   271     0   270     0   267     0   264     0   261     0   258     0   254     0 
Bin  32- 47:   248     0   254     0   258     0   260     0   264     0   267     0   269     0   271     0 
Bin  48- 63:   272     0   272     0   272     0   270     0   269     0   266     0   264     0   260     0 
Bin  64- 79:   256     0   260     0   263     0   266     0   269     0   270     0   271     0   272     0 
Bin  80- 95:   272     0   271     0   271     0   268     0   265     0   262     0   258     0   254     0 
Bin  96-111:   248     0   254     0   258     0   263     0   265     0   269     0   272     0   272     0 
Bin 112-127:   273     0   272     0   273     0   271     0   269     0   267     0   264     0   260     0 
Bin 128-143:   256     0   260     0   264     0   267     0   269     0   270     0   272     0   272     0 
Bin 144-159:   273     0   271     0   271     0   269     0   265     0   263     0   258     0   254     0 
Bin 160-175:   249     0   254     0   258     0   263     0   266     0   269     0   272     0   272     0 
Bin 176-191:   273     0   272     0   272     0   271     0   269     0   267     0   264     0   260     0 
Bin 192-207:   256     0   260     0   264     0   267     0   269     0   271     0   273     0   272     0 
Bin 208-223:   273     0   272     0   272     0   269     0   266     0   264     0   258     0   254     0 
Bin 224-239:   249     0   254     0   258     0   262     0   265     0   269     0   270     0   271     0 
Bin 240-255:   271     0   272     0   273     0   272     0   268     0   266     0   262     0   258 16384 


=================================================
TEST: Impulse (Input 1.0)
=================================================

=== FFT MAGNITUDE SPECTRUM (16 bins per row) ===

Bin   0- 15:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin  16- 31:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin  32- 47:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin  48- 63:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin  64- 79:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin  80- 95:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin  96-111:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 112-127:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   255 
Bin 128-143:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 144-159:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 160-175:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 176-191:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 192-207:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 208-223:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 224-239:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127 
Bin 240-255:   127   127   127   127   127   127   127   127   127   127   127   127   127   127   127     0 


=================================================
TEST: Cosine Wave (k=5)
=================================================

=== FFT MAGNITUDE SPECTRUM (16 bins per row) ===

Bin   0- 15:   128   135   129     1   132  8078   133     1   134   138   134     1   136   136   136     1 
Bin  16- 31:   136   135   134     1   135   132   134     1   131   127   131     1   129   126   126     1 
Bin  32- 47:   123   131   125     0   128   135   130     1   131   137   133     1   134   137   134     0 
Bin  48- 63:   135   136   135     1   135   134   133     0   133   129   132     1   131   129   128     1 
Bin  64- 79:   127   133   128     0   131   135   132     1   133   136   133     1   135   135   135     1 
Bin  80- 95:   135   134   134     1   134   130   133     1   131   126   129     1   128   125   125     1 
Bin  96-111:   123   131   125     0   128   133   130     1   130   134   133     1   133   136   133     0 
Bin 112-127:   135   134   134     0   135   132   133     0   133   128   132     1   130   128   128     1 
Bin 128-143:   127   133   128     0   130   134   131     1   133   135   133     1   134   135   134     0 
Bin 144-159:   135   133   133     0   134   131   133     1   130   126   128     1   128   125   124     1 
Bin 160-175:   123   131   125     0   128   133   129     1   130   134   133     1   134   134   133     1 
Bin 176-191:   135   134   134     0   134   132   133     0   133   129   131     1   130   129   127     1 
Bin 192-207:   127   132   127     0   130   133   131     1   133   135   133     1   134   134   134     1 
Bin 208-223:   135   133   133     0   133   129   132     1   130   125   129     1   128   126   125     1 
Bin 224-239:   123   131   125     0   129   134   129     1   131   135   133     1   134   136   134     1 
Bin 240-255:   136   134   136     1   135   133   134     1   134   130   132  8191   131   132   129 16260 
